id,restaurant_id,date,Review,Rating,Comments
,4,05/07/16,“What's a Sauvignon??”,2,Visited early evening on a Friday after work and was pleasantly surprised that the lady on the door was able to find us a table so quickly as we hadn't booked. Thats about where the great service ended though. We were shown to our table and then forgotten about for a good while even though there were plenty of staff...
,4,05/07/16,“Impressive rooftop bar”,5,My husband and I came here for a few drinks on a Saturday lunch time whilst celebrating our wedding anniversary. It's not too pricey and it definitely has a bit of a wow factor. We will definitely be returning and the service was excellent
,5,05/07/16,“Amazing steak!”,5,"Very high quality food and great menu choice. The steak was very, very good. Service also top notch. Recommended!"
,5,05/07/16,“Mmmmm. ”,3,I have had much better but it is a very nice clean tidy restaurant. Staff very good and food served quickly and is very hot which is great however I was underwhelmed by the buffalo chicken wings no punch at all and a limited pizza menu all seemed to be the same no ham and mushroom chefs special was peppers...
,5,05/07/16,“Traveling from Exeter airport”,3,"Wasn't impressed drought ours drinks & then when we orderd are meal we asked for steak . The waitress came back and said the delivery hadn't turned up , she gave us a few minutes not much I fancied she said you can always have a burger ( didn't go there for a burger ) my husband ordered the ribs..."
,5,05/07/16,“First time and could be the last!”,2,"Nice restaurant next door to the Hampton by Hilton hotel. Manu was quite varied and looked good. Sadly that's where it all stopped. Waited 1.25 hours for a burger, no one told me there would be a delay and I was just left sitting there. Food to be fair was good but service left a lot to be desired."
,5,05/07/16,“Good experience”,5,The restaurant is conveniently attached to the Hampton Inn hotel where we were staying. We ate there twice during our stay. Both times the food and service was excellent. Good size portions and not too expensive.
,5,05/07/16,“Over night stay in Exeter”,5,This is the second time in Marco's the food was excellent both times Service was first class both times and menu very good Every thing 1st class
,5,05/07/16,“Little Marco Visit's Big Marco's”,5,"Based at the airport, myself and my colleagues find ourselves looking for place to eat for lunch and evening meals. Having visited visited Marco's on numerous occasions we find ourselves taken aback by the exemplary levels of service and quality of food. To highlight this fact, The Great American Beefburger was chosen by my one colleague a record breaking 17..."
,5,05/07/16,“Food ok but sneaky service charge”,3,Had dinner a couple of nights. Food ok for the price but not what I expect from Marco..only a franchise. Very noisy environment due to large tiled floor...you need to raise your voice to have a normal conversation. On the second night I noticed in small print on the bill they automatically add a 10% service charge...the request for a...
,5,05/07/16,“lovely dining experience - good value with tastecard”,5,our friends and us went to marcos recently - my only criticism was that it was rather poorly sign posted/hard to find - otherwise the atmosphere was pleasing tne decor left you in no doubt who's restaurant it was! the food was tasty and the service prompt and friendly. without the tastecard 241 deal it would have been fairly expensive...
,5,05/07/16,“Early evening supper”,5,"This was our first visit to Marco's. The restaurant was clean and beautifully decorated. The service was excellent, with waiting and bar staff helpful, friendly and efficient and the food was superb. All in all a very good experience and would recommend Marco's to anyone."
,6,05/07/16,“Exceptional !!!”,5,"Ate here last night for mine and the wifes' Wedding Anniversary and must say it was absolutely superb ! The ambience was perfect in that it had music but not deafening and the tables were nicely spread out so you couldnt hear talking from other tables. The food was out of this world & for a Marco Pierre White restaurant,..."
,6,05/07/16,“It was just OK”,3,"We had Caesar salad which was very nice apart from the croutons which were soggy, they are meant to be crisp and crunchy, ours were so soggy that we could squash them flat with our knives! We mentioned it to the waitress when she cleared our plates and she just shrugged her shoulders. I had vegetarian pasta which was lovely,..."
,6,05/07/16,“Very average”,2,"Ate here whilst staying at the attached Holiday Inn Express. Restaurant was almost empty, service slow and unprofessional and the food standard was basic fare, not what you would expect from a restaurant under the Marco name ! Can't recommend"
,6,05/07/16,“Don't believe all you read”,5,"Me & my husband ate here on friday 17th june, the staff were outstanding, very attentive and professional, the food was delicious, will be definately be back and highly recommend"
,6,05/07/16,“Sat Evening meal”,2,"Have eaten here once before. Then pretty average. Visited recently early on Sat Evening. Overall poor and will not be back. Over priced , service disinterested, food nothing special. Far too many better other eateries in Hoylake & West Kirby.! Try Maluca's at the other end of town"
,6,05/07/16,“Pretty shocking to be honest!”,2,"I have stayed in the Holiday inn Express in Hoylake a few times in the last couple of years and eaten in this restaurant twice. The first time, the food was OK but the menu was not what you expect from a restaurant that is endorsed/ owned (or whatever the relationship is!) with a celebrity chef. The last time I..."
,6,05/07/16,“wouldn't go again”,2,"I phoned to see if i could move my booking earlier to 5.30 instead of 6.30 and was told no they were full. So attended at 6.30 and we where the only people in the restaurant, apart from a staff member/ friend who was eating. We had to send the buffalo wings back as they were so dry and then..."
,6,05/07/16,“Family meal.”,4,"Had a wonderful meal here-good menu,with lovely staff. Everyone in the party enjoyed the meal-the only comment was that the portions are a bit too large. Staff are very friendly and polite."
,6,05/07/16,"“Nice surprise, good food”",5,"I used this restaurant whilst staying at the Holiday Inn Express, which adjoins the restaurant. Friendly, courteous staff throughout and good service. Relaxed location and quiet, although not over busy on the night I visited. Menu options would cover most people's choice, and perfectly adequate. After a long journey I opted for a simple burger and trimmings, which was probably..."
,6,05/07/16,“Very very disappointing”,1,"We ate in Marcos on our previous stay, service was slow but young staff were new. Ate again on our last visit, service was worse, not many people in restaurant, waitress couldn't set out cutlery, didn't remove wine glasses we were not using. Asked for drinks order before we had settled at the table then waited 20mins for our order..."
,7,05/07/16,“Great breakfast”,4,"What a selection of quality choices, very good value for money. Staff were great, nothing too much trouble and always someone available if we wanted something. Loved the sausages, I didn't try the eggs Benedict but will have it next time it looked delicious. Tried the pancakes with maple syrup yummy and an omelet also yummy there were as lots..."
,7,05/07/16,“Great steak”,5,Called in here with the wife for dinner whilst visiting Newcastle for a show. We had smoked salmon and baked Camembert. I had a fillet for mains which was cooked to perfection and a lovely piece of meat. I have had as good for a lot less though but was still amazing. The wife had yellow fin Tuna and said...
,7,05/07/16,“Lovely food”,5,"Went to restaurant sun 11th July this is about my 6th visit and another brilliant meal, I like to try something different every time, for my main last night I had the belly pork, the sauce with butter beans was so tasty, hubby had his usual a steak which he said was beautiful. The staff are always attentive, and friendly."
,7,05/07/16,“Wonderful restaurant and staff”,5,"I recently paid a visit to Marco Pierre White Steakhouse while on a weekend break in Hotel Indigo with my husband, sister and brother-in-law. We had a delicious meal and the service was exemplary. I would particularly like to commend our server Robert. He was very friendly and was attentive without being overbearing. We explained that the meal was for..."
,7,05/07/16,“Graduation dinner”,5,"For my graduation on Thursday we booked up MPW for dinner. We arrived on time and were seated immediately, after being given the option to have a drink in the car beforehand. The drinks order was done smoothly and when they arrived they were all brilliant. The food order was taken with comedy by one of our hosts, Bruno, who..."
,7,05/07/16,“Service was excellent food was overpriced”,4,"After visiting the restaurant I found the service to be excellent but the food was average but the price was not. we had steak and a bottle of wine and a starter each, then a desert with a nice touch to celebrate our anniversary.At £125 for two I have had better value for money at other places"
,7,05/07/16,“Afternoon tea”,3,"My daughter and I went here for a great whole shopping in Newcastle. Nice restaurant, friendly staff but waited 15 mins to be served 4 small finger sandwiches 1 egg mayo very ordinary. 1 roastbeef and horseradish lovely. 1 salmon and cream cheese tasted like cheese spread (primula). 1ham very nice. 2 scones 1 fruit 1 plain more cake texture..."
,7,05/07/16,“Birthday meal”,5,Fabulous better than expected .Fine dining at its best.Marcos reputation preceded him of course but nothing could prepare me for the experience.Fast efficient service attentive staff anybody could eat here highly recommended.
,7,05/07/16,“amazing birthday treat”,5,we booked for a meal as a birthday treat but this experience was so very much more and became a divine combination of taste explosions on the palette. the staff were wonderful and the unexpected treat of a plate decorated with the words happy birthday beautifully scrolled in melted chocolate with tiny dipping cakes was unexpected and made me feel...
,7,05/07/16,“Fabulous Celebratory Meal”,5,I booked the restaurant for the celebration of my daughter's graduation. I had advised the restaurant beforehand that we were celebrating and when we arrived we were shown to one of the best tables in the restaurant. The two waiters serving our table were so friendly and welcoming they made our night extra special. My daughters had the sharing Fritto...
,8,05/07/16,“Well below what I expected in almost every way!”,2,Having eaten in the Morco's New York Italian in Kegworth before we though we would book this one for a meal with our daughter and her partner. Big mistake! The evening started really well with a very chatty and pleasant Polish barman. Very easy to talk to and charming. We were shown to our table and I became a little...
,8,05/07/16,“2015 Christmas meal”,3,Nothing all that. Food was just average. No Christmas crackers or anything provided. Not worth the price really- probably won't come here again for a Christmas meal.
,8,05/07/16,“Afternoon tea ”,5,Went for afternoon tea with a friend for a birthday treat throughly enjoyed was lovely quality food great atmosphere and friendly staff upgraded with the prosecco was lovely would recommend four stars
,8,05/07/16,"“Lovely food, nice atmosphere”",4,"Marco's has a good range on offer and their special offers for afternoon tea and fathers day are great value for money. We have always been very well looked after and the food always smells, looks and taste delicious."
,8,05/07/16,“disappointed beyond belief”,1,"Xmas dinner 2015, the very first time we decided to eat out on the big day & we chose Marco's for quality assurance. Dreadful under-cooked veg, poor meat, & an overall poor experience for the money. When we complained we were offered a little money off our prosecco. Not a good experience at all ....now where's my pinafore..."
,8,05/07/16,“Great food ”,4,"Food is brilliant , lighting is poor and they cram you in especially at weekends. Service could be better but all in all worth going to just for the food ."
,8,05/07/16,“birthday meal”,5,"There was nothing we could fault about about this restaurant, the food the atmosphere and lovely welcoming friendly staff. Will definately be returning in the very near future."
,8,05/07/16,“Awesome family meal”,5,"We had a super family meal and drinks. Our hosts and barman and chef and server, Taivara were wonderful, helpful and made our evening together special. Thank you. The food was served in a timely manner with friendly staff. Presentation and food were super."
,8,05/07/16,“Nice meal during our Hilton stay”,4,Stayed at the Hampton Inn and went here for dinner. The staff were working hard due to unexpected events and we got to wait for our table. During the whole evening it was abvious that they were shorthanded but the service was great despite of that! Impressed by the top notch service they delivered and the food was excellent. We...
,8,05/07/16,“evening meal”,5,"we went to Sheffield to meet up with friends for the weekend.We stayed at the Hampton by Hilton and was given vouchers towards an evening meal for Marco's which was next door to our hotel.I must say the whole experience was very good,there was no waiting for drinks food orders or our bill.We were served by a young lady called..."
,9,05/07/16,“Afternoon Tea”,3,"We had booked for afternoon tea, initially it all looked promising. Until we asked for cups of tea! We were not given any possible menu of beverage, which has been available at every other establishment I have taken afternoon tea. Despite correcting the waitress when she said the wrong tea, it was still incorrect, when it arrived. The scones were..."
,9,05/07/16,“Disappointed with lack of information.”,4,"This is a nice hotel and the location is lovely. Our room was small but adequate and clean. However, we were left very disappointed when we went for our evening meal. We booked a table at the Marco Pierre White Steakhouse and were looking forward to our first visit and celebrating my husbands birthday. When we arrived at the bar..."
,9,05/07/16,“burgers and streaks”,3,the restaurant is located inside the double tree. The service was ok but nothing special - i ordered a burger and was not even asked how i wanted it cooked the food was ok but again nothing too special - i had higher expectation based on the name and price
,9,05/07/16,“An excellent meal great ambiance”,5,"A celebratory meal before a graduation, the choices were excellent a fab whitebait, prawn cocktail, all very seventies which fitted with the decor. Followed by an excellent chicken kiev, as well a super lamb rump and two fish dishes. And finally an really good sticky toffee pudding and a selection of cheeses. I was thoroughly impressed all of this was..."
,9,05/07/16,“Supper on a summer evening.”,3,"We were staying at the hotel in order to visit our granddaughter who had just finished her exams and we invited her and a friend to have supper with us in the MPW restaurant. So, my wife and I, plus two starving undergrads sat down to eat. The menu was to our liking and choices were made. The order for..."
,9,05/07/16,“Food is superb! ”,4,The restaurant wasn't as 'dressy' as I expected it to be however the food certainly lived up to my expectation! The waitresses were very attentive and the food was just as we asked for it (I'm a very fussy person) and the steak was cooked to absolute perfection.
,9,05/07/16,“Better this time”,4,"After a very lack-lustre meal on my last trip to Cambridge I was not keen on returning but friends had made reservations. It turned out to be a pleasant surprise - the food and service were both much improved. Still a little pricey for what it is, especially the wines, but the setting is very nice, the atmosphere this time..."
,9,05/07/16,"“Very friendly pleasant staff, generous afternoon tea selection.... good time had by all!”",4,Four of us went for champagne afternoon tea. The restaurant was very busy... in the sense a lot of people were sitting outside so the staff had a lot of ground to cover between the inside diners and those outside. All of the staff we had contact with never stood still for a second... we all felt they needed an...
,9,05/07/16,“Excellent steak house”,5,We had dinner twice during our stay at the Double Tree in Cambridge. The food is very good and the view on the river garden is lovely. Very elegant place at good price.
,9,05/07/16,“New Chef has made a Difference”,4,"Been dining here for many years, always thought it was ""good"". Arrival of new chef has transformed it and it is really good. The setting alongside the river, is an additional attraction and plenty of parking, too."
,10,05/07/16,“Restaurant”,5,Went for dinner in the lovely surroundings of the Marco Pierre White restaurant. The staff were very helpful and attentive could not fault the food or the service.Desserts were amazing. Best Eton Mess ever.Only one criticism and it happens in most restaurants now that they serve you bottle water and then charge before asking. But will definitely return to this...
,10,05/07/16,“Dinner included in package stay”,4,"Dinner at this restaurant was included with our package stay. My husband and I both went for the baked Camembert to start with which was lovely! We decided to go for the steak and chips for mains, which didn't disappoint. However the bernaise sauce was different to what we are used to. We had already had a a sneaky taste..."
,10,05/07/16,“Good food”,4,The food here is good with beautiful surroundings. We enjoyed champagne in the garden before our meal. It has a relaxing and friendly feel to the outside area. We then entered the restaurant for dinner which was very nice.
,10,05/07/16,“Good food erratic service and communications”,4,"We booked Fathers Day lunch at the Marco Pierre White Steakhouse located in the Hilton Hotel at Syon Park, when we arrived we where told they where old serving a set menu, despite accepting and confirming by email an La Carte booking. Mentioned this to waiter who contacted on duty manager, who was adamant that it was the set menu..."
,10,05/07/16,“Lovely Lunch”,5,Great experience and great food. Four of us had a 3 course lunch and every single course was delicious. The staff were very courteous and I'm really grateful to those who made it extra special for my grandma who was celebrating her 94th birthday! I would definitely recommend coming to MPW and I'm looking forward to my next visit.
,10,05/07/16,“Marco Pierre White restsurant at the Hilton Syon hotel”,5,I just say ...FOODHEAVEN ! Enjoyed every moment in the relaxing atmosphere of te Restaurant. The staff is super friendly and as you can see the food more than delicious!
,10,05/07/16,“Enjoyable evening”,4,"Made a reservation over the phone, and had asked for a window seat, the lady declined my offer, which I found strange. Came for an evening meal, and as normal the food is pretty much very good. Had cocktails and starter nibbles. Very nice. I guess prices are a little more than expected, considering it's location. I didn't feel the..."
,10,05/07/16,“Afternoon Tea”,3,"Very average for the price of £24 per head, served tea quickly but waited over half an hour for sandwiches and cakes. Sandwiches needed to be a bit more adventurous and cakes were certainly not ""creme de la creme"". Good and pleasant waiting staff, food just needed to be bit more tempting."
,10,05/07/16,“Lunch Time Burger Disaster”,1,"My Partner & I ordered Burger & Chips the other day (Lunch time), My Partner is an ex Head Chef & I am a Foodie. We are both from London and eat out almost everyday and almost never have we had such a bad experience as this one & we don't normally leave reviews but the restaurants lack of interest..."
,10,05/07/16,“Afternoon Tea”,4,"I bought my Mum here for her belated birthday treat & we wasn't disappointed by the food, there was more than enough for 2 people & the lovely waiter boxed up our uneaten cakes to take home. We will definitely visit again. Xx"
,11,05/07/16,“Cajun steakspeare ;-)”,5,"Situated in a lovely Tudor hotel, the Mercure. Good food. Have a sharing board as a starter. The pastas were very nice accompanied with a panzanella slad. But we recommend the cajun steak. Juicy, well spiced. Desert with limoncello was bellissimo. Nice wines. Time berween courses was perfect."
,11,05/07/16,“Under seasoned and bland. ”,2,A very disappointing experience given the name associated with the hotel restaurant. We ordered garlic pizza bread and breaded mushrooms to start and I ordered lasagne as the main. The topping on the pizza bread is best described as a bland paste which needed to be salted and peppered for it to become edible. Even then it was disappointing and...
,11,05/07/16,“Underwhelming Breakfast”,2,"Staying safe, as we had experienced an unhappy dining experience at it's neighbour, the Bear, I ordered coffee and scrambled eggs. Asking if the eggs were 'free range', created massive confusion, so took a chance. They clearly weren't as my breakfast ended up being an anemic mass of slop on a single piece of toast, period. No garnish, nothing. Expensive..."
,11,05/07/16,“Very very good”,4,We had a lovely tasty meal I had Italian Meatballs and my husband had Penne Arrabiata the staff were attentive and pleasant the coffee was lovely and hot we couldn't manage a dessert and it wasn't over priced.
,11,05/07/16,“Very good service”,3,"We dined here for late lunch/early diner. We were the only ones in the restaurant so the environment was a little strange. There's a lot of pictures of Marco in the restaurant, but I'm not entirely sure how much he influences the menu. That's not to say the food isn't good, it is. The service was very good & a..."
,11,05/07/16,“Lovely lunck”,5,It was very quiet. Don't know why as the 2 or 3 course lunch was excellent value. There were 3 choices for each course and we each had a different main - and we all loved the one we picked. The decor is good although every picture on the wall includes Marco..... Toilets lovely and clean and good hand wash...
,11,05/07/16,“Key Lime Pie is superb”,5,"Again never disappointed. You must keep this desert on your menu and share your delicious recipe. Clean, great atmosphere, friendly and inspiring surroundings. Great service and food you and your children will love. Took my fussy Granddaughter and she thoroughly enjoyed the food. Would definitely go again and recommend."
,11,05/07/16,“Disappointing”,2,"Don't be fooled into thinking MPW has a hand in any of the foood served here. Other than the plethora of photos of him about the place no, I doubt he has any presence here whatsoever. The food is pretty ordinary and my wife's burger was so burnt,she had to cut half the burger away and the waitress ended up..."
,11,05/07/16,“High tea”,1,A family member booked us a high tea at Marcos as a treat and after dressing for the occasion and feeling quite excited we were very disappointed. The bread on the sandwich fingers was stale:- I assume they were prepared an hour or two earlier and left uncovered. My wife felt it was bread that had been left out from...
,11,05/07/16,“Very nice restaurant!”,4,"Although the quality of the food wasn't as amazing as I was expecting, it was nevertheless very nice. The service was excellent and the atmosphere was too."
,12,05/07/16,“Don't bother”,2,"Went today using an Itison voucher for afternoon tea. Champagne was the nicest thing of an otherwise poor effort. Sandwiches were unimaginative (tuna mayo, ham mustard, cucumber), scones were over done and rock hard and sweets small. Coupled with the pictures of Marco Pierre White everywhere - ridiculous. Together with the lack of atmosphere we won't bother again."
,12,05/07/16,“Amazing ”,5,If you like steak this is the place to go! From the service to the food this place ticks all the boxes. Amazing I an all time favourite
,12,05/07/16,“Great find”,5,"We initially thought it was a bar and popped in for an evening drink and then decided to have something to eat. Unpretentious, great food, steak cooked to perfection, very pleasant and attentive staff but not overbearing. Great and unusual cocktails. Really enjoyable evening."
,12,05/07/16,“Birthday ”,4,Had a great meal although service a bit slow Good choice of food Enjoyed chicken Kiev Good portions and helpful and friendly staff Good location and Indigo hotel looks good place to stay
,12,05/07/16,“Great service and tasty food.”,5,"Excellent meal at MPW Glasgow. We had to wait a while on our steak due to the sheer size of it. The waitress Erin was excellent, she was friendly, attentive and knowledgable without ever intruding. The service made the meal for us so thanks Erin for being so lovely."
,12,05/07/16,“Great place ”,4,Had dinner and breakfast here. Being vegetarian the options are limited. But the sticky toffee pudding was delicious as was the onion rings and the soup. The gnocchi was nothing great. Breakfast especially the pancakes were excellent.
,12,05/07/16,“Fantastic Food”,5,"Enjoyed a fabulous meal, 1st class steak cooked to perfection thanks to the Chef, excellent service from Kalli who was very attentive and efficient and we will be back soon. Charles and Donna."
,12,05/07/16,“Lunch date”,5,"We had a 5.00 pm voucher for lunch and wine. We both had steak, which was cooked to perfection. The staff were pleasant and friendly and could not do enough for you. The Desserts were both fabulous and we left very satisfied in deed. Would highly recommend to anyone, well worth a visit."
